CustomerID,TotalAmount,Quantity,Cluster
1255,66.47699225,1,0
1257,20.90873773,1,0
1296,106.4183652,8,3
1309,81.32777936,6,3
1319,61.96382407,3,0
1324,258.9160457,9,3
1327,273.5491913,6,3
1359,229.3873143,5,3
1368,306.5991545,7,3
1371,717.9217726,9,1
1375,119.7823451,4,0
1377,307.6840722,9,3
1411,524.4939748,9,1
1412,359.8052256,5,3
1414,62.35189259,4,0
1419,771.2293376,9,1
1420,322.2443165,9,3
1427,353.1938183,6,3
1437,260.5744653,3,0
1442,367.7804799,6,3
1465,465.9375554,9,1
1474,835.5465022,9,1
1476,91.71012297,4,0
1485,83.18569843,1,0
1513,30.01810698,1,0
1528,13.04879037,1,0
1529,411.091886,6,3
1536,473.5878543,8,1
1549,546.7608839,8,1
1557,195.8877665,4,0
1559,121.3565218,9,3
1560,241.1646007,3,0
1576,305.6870015,7,3
1581,543.5836833,7,1
1583,382.7564606,5,3
1597,450.0468869,9,1
1606,263.672453,5,3
1614,372.2632787,12,1
1635,489.6531619,6,1
1640,648.228998,9,1
1652,191.4571169,5,3
1676,560.7116289,7,1
1677,105.0033495,5,3
1732,183.0421881,5,3
1759,426.5495946,9,1
1763,228.143005,5,3
1771,151.5308369,9,3
1772,84.44129484,1,0
1784,46.97377912,3,0
1796,325.0190263,6,3
1804,160.5256187,3,0
1818,160.0865185,8,3
1822,77.68712274,1,0
1825,181.4259261,9,3
1832,39.65953387,1,0
1856,345.7289519,6,3
1861,344.8157283,9,1
1864,403.0426973,9,1
1872,41.04102571,1,0
1881,265.361833,4,3
1890,254.3150268,3,0
1895,258.6628715,4,3
1899,301.9191962,5,3
1903,149.9769732,7,3
1909,46.8604733,5,0
1925,306.6702653,9,3
1959,31.07109361,1,0
1966,111.7367707,9,3
1973,330.2486142,5,3
1983,210.6995848,5,3
1997,95.64911432,7,3
2019,319.4284586,5,3
2021,134.5786332,2,0
2028,376.6892849,6,3
2037,319.537057,5,3
2060,201.9828452,9,3
2066,26.32187791,1,0
2113,72.55755199,8,3
2117,134.5048083,3,0
2123,437.7825659,9,1
2125,285.4651589,9,3
2128,566.4061933,11,1
2138,90.68350475,6,3
2143,159.1454991,3,0
2151,511.7132515,8,1
2161,266.7411524,4,3
2188,191.4702845,5,3
2193,261.0232984,5,3
2241,515.5522325,8,1
2256,135.5776988,3,0
2260,772.3660107,14,2
2263,73.68836693,6,3
2277,30.21309084,2,0
2294,270.94194386,11,3
2339,243.2348102,3,0
2344,179.8855276,2,0
2348,395.9716463,6,3
2350,373.839475,8,1
2355,169.5424556,3,0
2364,267.6799376,4,3
2392,92.40134012,9,3
2398,689.5176233,9,1
2434,346.6033751,9,1
2441,312.9275985,8,3
2445,108.1261544,8,3
2447,296.408376,3,0
2454,133.2064971,6,3
2463,370.2768302,5,3
2471,174.247988,7,3
2473,416.4250886,7,1
2482,445.6844373,9,1
2487,338.4231288,9,3
2489,311.745931,4,3
2493,240.2260798,7,3
2508,523.6400925,7,1
2513,47.27092402,1,0
2520,46.62010687,4,0
2521,920.1141987000001,16,2
2522,634.5535217,9,1
2526,714.5970215,9,1
2536,43.67409739,1,0
2547,67.06514133,1,0
2550,584.9670917,9,1
2568,229.8023902,6,3
2575,129.407906,9,3
2579,646.7264687,9,1
2581,314.709863,8,3
2588,394.4933547,5,3
2594,55.47826515,2,0
2607,129.2455405,6,3
2608,157.8906579,4,0
2626,96.06063645,2,0
2630,367.5440359,8,1
2647,54.59730754,1,0
2657,151.7808685,3,0
2667,676.0382193,10,1
2671,338.4514263,6,3
2676,343.8756321,4,3
2688,90.98805278,1,0
2705,578.8055982,9,1
2727,394.0201474,6,3
2734,92.36381308,3,0
2743,140.9092185,2,0
2750,522.4749478,6,1
2751,340.0585656,6,3
2761,266.3963217,3,0
2771,82.49177324,3,0
2786,375.2061483,9,1
2788,334.0919907,4,3
2795,414.2955039,9,1
2825,177.5158882,9,3
2841,234.8099753,9,3
2844,628.4602657,9,1
2858,409.5567442,8,1
2866,406.9856211,6,3
2872,509.6756291,7,1
2899,195.20243478999998,9,3
2917,186.4272902,8,3
2940,482.875908,9,1
2948,119.0022143,8,3
2963,177.0160633,2,0
2967,276.5301736,5,3
2984,154.6864137,2,0
2994,286.1166484,6,3
2995,26.81657252,1,0
2996,413.8183524,5,3
3004,121.8281869,2,0
3010,47.71861988,2,0
3023,167.1448294,3,0
3036,260.8200149,5,3
3037,464.3039931,6,1
3038,403.5179771,9,1
3055,40.94637596,1,0
3061,107.8081476,7,3
3066,452.1987635,9,1
3078,212.6684429,4,0
3081,90.55359892,3,0
3098,11.37782999,1,0
3099,212.1170311,5,3
3102,110.5977201,7,3
3117,797.934951,9,1
3134,166.9697259,6,3
3147,90.949472,3,0
3152,346.2996972,5,3
3155,201.6420794,3,0
3165,393.3310113,8,1
3210,183.7117355,3,0
3211,303.6392847,9,3
3229,46.49605866,4,0
3245,36.58369315,1,0
3268,256.7188159,4,3
3282,903.2189753,14,2
3287,157.4492589,6,3
3296,233.7658042,5,3
3310,355.65562509999995,8,3
3320,68.02785131,2,0
3355,41.27424527,1,0
3361,250.3012171,6,3
3366,157.2066586,4,0
3378,21.44817857,1,0
3380,192.5747229,3,0
3385,489.4914975,8,1
3387,346.2686091,7,3
3390,393.3202301,5,3
3401,165.1766667,8,3
3405,26.54909643,1,0
3409,70.59163825,7,3
3416,217.3867903,7,3
3429,356.4346044,5,3
3443,528.1040918,9,1
3446,276.3749656,3,0
3455,335.6230488,5,3
3460,64.92951701,3,0
3481,68.42845086,1,0
3482,39.72344346,1,0
3494,373.34055192,7,3
3495,202.9636851,3,0
3510,336.8402016,5,3
3570,88.12199029,6,3
3585,83.5328788,2,0
3593,286.9140445,4,3
3594,189.4876026,9,3
3599,411.5340983,5,3
3602,441.90985452,10,1
3614,353.9089581,6,3
3615,31.06837129,2,0
3643,192.155205,4,0
3649,151.1469838,7,3
3697,42.14840455,1,0
3699,375.4622277,9,1
3718,480.3945203,9,1
3720,748.5773862,11,2
3734,220.3185189,4,3
3738,387.0965101,8,1
3741,594.6578701,8,1
3753,150.3481373,3,0
3756,317.0425646,4,3
3757,127.4182307,2,0
3761,49.99640507,1,0
3811,465.7216199,5,1
3821,665.1664107,9,1
3822,262.848937,7,3
3830,39.85962185,1,0
3843,129.4669367,8,3
3852,23.0811335,2,0
3856,181.4197317,6,3
3884,41.39197409,1,0
3887,147.20212378,4,0
3891,60.0681327,5,0
3893,137.7362149,6,3
3908,335.9496643,4,3
3910,31.715756,1,0
3911,89.40861097,5,3
3926,137.4736306,6,3
3937,216.1327521,7,3
3941,171.0042395,3,0
3954,53.74598536,3,0
3957,263.6202844,4,3
3961,493.0762163,6,1
3965,128.0015444,4,0
3977,350.8955062,4,3
3978,84.51146692,1,0
3988,196.1862052,4,0
3990,962.2157131,12,2
4022,215.4052455,7,3
4031,362.3360257,8,3
4033,363.883086,5,3
4037,358.3173483,4,3
4039,362.7787315,6,3
4044,205.1271004,3,0
4045,27.46458723,1,0
4101,289.9724006,7,3
4118,205.6620216,6,3
4123,12.64884276,1,0
4127,143.2019072,2,0
4135,40.7104431,3,0
4137,47.42936304,2,0
4175,82.68404955,8,3
4177,653.3082561,7,1
4181,715.9972604,8,1
4182,83.94766305,5,0
4188,41.33249286,3,0
4212,161.1479958,2,0
4213,275.0915439,4,3
4216,181.6570473,5,3
4232,41.22445932,1,0
4240,112.2478512,3,0
4277,80.77242888,3,0
4288,178.7587357,8,3
4290,134.5004006,3,0
4295,232.4573023,5,3
4301,32.7384751,1,0
4327,248.0636151,15,2
4334,128.316836,2,0
4339,212.8025223,9,3
4346,465.0478528,9,1
4348,228.8459347,3,0
4356,257.4695906,5,3
4358,64.2511361,1,0
4373,289.515826,4,3
4385,204.6017206,4,0
4397,130.6854369,4,0
4402,165.7138626,4,0
4406,306.14486682,8,3
4412,81.56258904,8,3
4413,146.1947444,9,3
4424,373.6703162,5,3
4428,48.73871604,4,0
4429,339.6621649,7,3
4438,180.7959135,8,3
4441,64.77648498,2,0
4455,26.34219761,1,0
4465,11.99228271,1,0
4472,305.5379255,7,3
4475,535.0936505,7,1
4476,82.42539206,1,0
4480,363.8164898,8,3
4499,585.1928318,9,1
4511,591.7983779,7,1
4515,225.3695553,4,3
4520,368.9205656,7,3
4538,57.58543739,6,3
4577,1055.0629697,15,2
4595,120.897667,5,3
4611,189.7027278,4,0
4632,67.5204362,1,0
4664,397.2512567,5,3
4666,477.4819374,7,1
4669,150.6934388,4,0
4681,172.7212188,7,3
4692,529.9944298,8,1
4702,627.7010451,8,1
4706,448.5654755,9,1
4719,201.2145028,3,0
4741,383.7799261,6,3
4743,90.06630841,7,3
4750,102.6022068,2,0
4751,137.3371145,5,3
4763,867.4141672999999,13,2
4779,189.8533077,6,3
4793,56.00492706,4,0
4807,129.1863099,5,3
4811,42.33884661,4,0
4820,245.6292127,3,0
4828,623.8184678,8,1
4855,237.1541649,6,3
4863,384.8668777,6,3
4865,372.0688209,8,1
4878,431.116312019,7,1
4887,328.5851702,8,3
4897,139.604662,4,0
4898,184.7830703,6,3
4901,245.35932,3,0
4911,570.4588407,8,1
4920,522.6575519,8,1
4934,964.5218287,13,2
4937,32.83644451,1,0
4952,124.0642462,9,3
4953,165.0921169,7,3
4954,29.07499093,2,0
4956,439.5895221,7,1
4963,941.5139406000001,20,2
4973,65.94093836,1,0
4981,53.40432564,1,0
4986,67.34794647,1,0
5004,357.6852256,5,3
5010,19.47595191,1,0
5020,258.4257785,8,3
5021,27.87926283,1,0
5029,46.5961727,3,0
5030,302.4621524,8,3
5039,642.2846962,8,1
5052,587.0450967,7,1
5059,145.48839819,12,3
5078,133.4750259,3,0
5083,70.80988203,2,0
5108,83.42675978,5,0
5119,256.6449942,3,0
5125,615.9419663,8,1
5134,391.3359892,8,1
5148,249.8660486,9,3
5164,501.0818017,9,1
5170,468.3189947,6,1
5196,195.8671582,8,3
5224,73.96124544,1,0
5225,144.3983962,5,3
5247,21.34076852,2,0
5282,48.28358247,2,0
5287,562.2973212,8,1
5306,86.3871757,1,0
5308,817.0796942,9,1
5311,474.6254916,8,1
5312,151.3917725,2,0
5336,138.5247288,9,3
5364,245.9959129,6,3
5376,376.3224298,4,3
5414,352.5894981,5,3
5417,48.287116,5,0
5421,58.7222444,1,0
5440,243.406119,8,3
5449,68.0556771,2,0
5453,461.291946,8,1
5459,80.67207512,2,0
5463,325.9994527,6,3
5464,736.924426,9,1
5481,135.46209,3,0
5484,665.1723162,9,1
5485,520.8445633,8,1
5489,131.0985001,2,0
5500,303.4780576,7,3
5507,238.710975,4,3
5512,156.2750785,2,0
5514,631.0325303,14,2
5521,106.1618604,4,0
5548,219.0818363,3,0
5559,70.67876291,2,0
5600,90.90440027,6,3
5603,468.0039875,5,1
5610,102.5691085,5,3
5612,67.26601084,5,0
5638,641.3745529,8,1
5666,183.0713719,6,3
5667,194.8991424,9,3
5672,79.7104859,8,3
5674,276.7456739,4,3
5682,611.294877,9,1
5700,1154.8692289,16,2
5719,186.1516591,3,0
5741,252.5896498,6,3
5745,146.3871315,3,0
5750,345.7799027,5,3
5762,137.2669345,4,0
5778,287.5710694,6,3
5781,498.0570386,9,1
5784,276.7895727,7,3
5797,331.273471,8,3
5800,63.4992005,5,0
5812,252.6038872,7,3
5816,314.5037429,4,3
5832,401.01244629999997,9,1
5837,232.4637408,6,3
5863,136.6707952,3,0
5865,95.9102344,5,3
5873,60.57215664,2,0
5909,93.54787605,4,0
5913,199.7740745,7,3
5941,61.47242829,2,0
5962,47.45411748,1,0
5965,293.328574,8,3
5975,413.2471973,6,3
5979,152.0221962,4,0
5981,144.9906614,3,0
6001,641.2330614,9,1
6019,335.9397594,9,3
6031,262.4257096,5,3
6032,39.75243639,1,0
6076,92.39318288,4,0
6078,39.49235485,4,0
6111,71.06819575,5,0
6123,241.2377114,6,3
6174,20.57815529,1,0
6197,199.6320655,8,3
6198,19.01409909,1,0
6205,636.8585186,8,1
6211,200.8062139,3,0
6232,198.5464581,6,3
6271,109.8917422,3,0
6272,57.4799749,1,0
6286,483.7277561,8,1
6288,69.32943291,1,0
6300,139.5273207,3,0
6315,356.1068408,8,3
6326,576.3067616,8,1
6342,289.0752177,6,3
6343,258.4407538,4,3
6344,47.12588508,1,0
6352,358.9565671,6,3
6356,307.8294719,5,3
6370,311.12902468,9,3
6374,141.4840331,6,3
6375,644.9509589,7,1
6380,301.8776835,7,3
6391,560.0003276,8,1
6401,453.5648924,9,1
6406,197.9117197,6,3
6408,525.0029349,9,1
6409,233.611521,8,3
6435,471.8244553,6,1
6436,755.2561803,9,1
6451,169.1632366,7,3
6452,199.6873686,6,3
6488,732.5549914,8,1
6489,56.24127445,1,0
6491,210.6073972,5,3
6502,247.4575781,8,3
6509,99.87984514,6,3
6511,345.0401901,8,3
6537,238.7846572,3,0
6547,249.6810119,3,0
6549,134.7920964,6,3
6553,412.5657418,9,1
6565,67.00750646,1,0
6576,245.0482936,6,3
6581,588.8521104,8,1
6600,72.83488508,4,0
6603,293.5781539,9,3
6618,361.154486,9,1
6631,40.09244833,1,0
6638,463.5527599,8,1
6660,384.6836674,8,1
6665,63.72212706,6,3
6671,155.0087202,5,3
6714,204.326143,9,3
6715,178.448568,6,3
6723,426.0498525,6,1
6758,537.8483944,6,1
6759,131.3959446,2,0
6770,318.8444238,4,3
6776,502.1822683,8,1
6780,163.8855204,6,3
6800,243.6080477,4,3
6803,744.8601101,9,1
6819,360.9078287,7,3
6822,186.9837232,3,0
6825,45.40860584,2,0
6831,314.2216187,6,3
6840,376.5383049,7,3
6842,15.28056447,1,0
6844,509.317332,8,1
6855,529.53306967,12,2
6859,144.016133,2,0
6862,177.0820463,3,0
6876,288.8064247,4,3
6877,314.3968432,4,3
6883,88.62475406,2,0
6892,676.1489401,9,1
6900,176.3737274,3,0
6905,96.75261481,8,3
6907,148.2918,3,0
6915,275.1151152,7,3
6919,70.3406708,5,0
6923,234.5692851,5,3
6930,300.7012598,6,3
6946,83.00248666,1,0
6963,347.0002866,7,3
6971,376.7588824,5,3
6972,422.6574471,8,1
6977,135.1243996,2,0
6998,253.4604854,5,3
7001,195.48722,5,3
7006,21.39766036,1,0
7007,74.37843171,7,3
7008,468.508709,6,1
7022,50.67897376,1,0
7025,346.5187346,6,3
7037,28.15915154,2,0
7040,585.021424,9,1
7050,326.0589142,6,3
7052,235.5136201,3,0
7053,288.5257678,4,3
7069,388.265902,5,3
7077,40.1518942,2,0
7082,49.24853009,1,0
7096,89.73195877,2,0
7119,74.87895784,1,0
7133,149.4410167,5,3
7144,111.4304192,6,3
7152,76.61781077,1,0
7153,325.5116762,7,3
7154,631.23014143,13,2
7158,402.3023177,9,1
7172,138.9541219,5,3
7190,552.4542577,6,1
7196,175.8765064,4,0
7199,396.51031813,12,1
7204,419.9977273,5,3
7240,277.2888802,4,3
7243,174.6805261,4,0
7249,349.67212059999997,17,2
7273,720.827453,9,1
7280,524.0425993,7,1
7314,298.8223347,6,3
7327,426.2550815,5,3
7365,84.0082022,5,0
7371,317.6448817,8,3
7394,263.3496875,6,3
7405,18.22533429,2,0
7420,327.841567,7,3
7436,497.2737113,7,1
7441,75.82364305,1,0
7445,296.3244805,4,3
7448,353.23625496,10,1
7453,23.22811881,1,0
7454,95.06590797,3,0
7462,76.03190941,5,0
7466,48.28607078,1,0
7514,540.8646994,9,1
7516,131.6015422,8,3
7517,69.59410588,1,0
7521,448.0874377,7,1
7542,98.00163603,9,3
7553,49.6065665,5,0
7566,76.17493519,1,0
7567,166.5441184,3,0
7569,345.3055571,9,1
7573,524.5599033,6,1
7574,314.2011298,5,3
7584,188.0509673,4,0
7625,277.8901443,8,3
7636,40.50974859,1,0
7639,131.9689768,3,0
7683,203.5442336,3,0
7687,714.5875558,9,1
7689,404.4105584,9,1
7712,260.2520297,7,3
7713,473.1477814,7,1
7722,141.0980806,6,3
7766,411.1092086,9,1
7768,16.84651229,1,0
7772,160.2212553,4,0
7781,180.0205991,2,0
7790,159.9911503,4,0
7794,151.5005373,2,0
7813,534.516301,6,1
7816,125.4912848,3,0
7819,18.66406815,1,0
7828,580.147876,7,1
7837,160.3928546,2,0
7840,133.0045389,5,3
7872,22.88506458,1,0
7879,188.7083006,6,3
7883,193.5959123,3,0
7888,228.4125078,6,3
7897,420.4748653,8,1
7907,319.8082262,9,3
7911,366.1310435,8,3
7924,102.4273767,9,3
7932,21.82503549,2,0
7936,411.5773087,9,1
7949,90.41812834,4,0
7962,417.3881727,7,1
7966,93.30259973,1,0
7967,49.75792694,5,0
7968,228.9424196,8,3
7978,372.9178928,6,3
7982,493.2752749,9,1
8013,89.91428096,3,0
8071,125.3473361,8,3
8073,493.9200781,9,1
8075,51.87887274,3,0
8081,60.35420295,6,3
8089,333.8292587,6,3
8097,50.58747337,1,0
8120,260.1992132,3,0
8121,164.0979587,2,0
8124,111.0097081,6,3
8149,44.17510866,1,0
8158,258.6665174,4,3
8169,454.1634858,6,1
8184,558.166529,9,1
8186,64.94109415,3,0
8190,514.8635118,9,1
8195,406.466291,5,3
8216,220.2498886,3,0
8225,348.2059869,7,3
8238,257.9229547,3,0
8242,559.6776291,9,1
8255,344.9902721,9,1
8266,262.8254442,8,3
8284,250.7859988,6,3
8286,527.1848231,9,1
8303,513.680314,8,1
8315,249.6426301,6,3
8318,82.37651742,1,0
8335,370.2905706,5,3
8348,240.8825462,3,0
8357,301.1054617,7,3
8366,409.5108679,9,1
8404,126.4299457,8,3
8409,79.74424093,8,3
8414,550.8376314100001,8,1
8417,228.05763,5,3
8420,168.8161037,3,0
8428,213.1244991,7,3
8431,560.9908629,7,1
8435,220.3303915,6,3
8440,121.7824786,2,0
8442,12.92375876,1,0
8448,206.4914322,3,0
8484,240.2725213,9,3
8490,230.9268109,8,3
8504,164.0470152,4,0
8507,326.3946909,6,3
8514,346.4093589,5,3
8532,74.66757516,2,0
8534,171.0838286,8,3
8545,339.7068045,6,3
8546,88.73735137,3,0
8566,411.0954046,5,3
8569,417.3031913,6,3
8573,121.8522979,3,0
8582,207.8697975,8,3
8588,81.91469976,1,0
8601,82.96996681,1,0
8604,115.5334715,4,0
8616,397.9651537,7,1
8618,98.18056295,2,0
8621,507.6486585,7,1
8638,349.9613807,7,3
8664,237.6765087,5,3
8677,278.9243566,4,3
8686,256.2651783,6,3
8699,251.0102298,3,0
8702,567.2388974,7,1
8703,106.9817029,9,3
8745,134.266652,2,0
8759,107.7272642,4,0
8764,54.50802528,1,0
8765,197.3191749,7,3
8778,130.4267588,4,0
8795,130.2060133,6,3
8803,344.8106166,6,3
8806,68.92666164,1,0
8827,155.2927406,8,3
8838,302.9705552,6,3
8845,357.4967373,5,3
8846,102.8575888,2,0
8859,480.0421141,7,1
8861,87.76101777,5,0
8874,199.0435663,3,0
8893,669.9710744,9,1
8901,496.0823885,8,1
8903,361.9411261,7,3
8915,202.6836696,4,0
8924,272.0235963,4,3
8933,519.560539,9,1
8934,311.3846209,5,3
8940,59.4308194,1,0
8963,167.206136,2,0
8967,27.10232324,2,0
8984,217.8555205,9,3
8987,127.6470115,7,3
8997,295.4324674,7,3
9005,244.429801,5,3
9007,36.65463903,2,0
9016,217.5384458,7,3
9018,126.0583129,3,0
9023,154.030222,7,3
9033,1020.2964827999999,14,2
9040,307.4200332,5,3
9043,220.8390745,4,3
9062,375.894198,5,3
9072,71.90074281,3,0
9099,43.47542357,3,0
9141,463.2511253,8,1
9143,31.29622907,1,0
9151,144.7184076,6,3
9162,607.0572816,9,1
9166,240.453778,3,0
9171,132.605399,2,0
9172,500.9267464,9,1
9178,522.8924429,7,1
9186,209.4641772,3,0
9191,232.8544002,5,3
9212,226.1893785,4,3
9213,247.8212303,7,3
9226,85.46812539,1,0
9228,421.9144239,8,1
9232,110.7353557,4,0
9255,433.8653456,8,1
9283,196.4258767,6,3
9295,69.39947882,2,0
9300,866.9697586,9,1
9319,204.0801999,3,0
9337,63.28647335,2,0
9344,427.2689849,6,1
9348,492.1117371,9,1
9357,119.9516855,2,0
9361,170.4067538,9,3
9376,243.2528931,8,3
9382,66.16201007,1,0
9397,314.8974484,4,3
9404,88.03918411,1,0
9411,300.858282,8,3
9415,431.4463154,9,1
9425,397.2013566,9,1
9447,123.5941396,2,0
9455,103.2918445,9,3
9459,120.7776076,3,0
9464,108.1631855,3,0
9469,165.1682814,7,3
9473,385.7794897,6,3
9475,69.57802112,4,0
9497,76.1550838,3,0
9510,23.45041059,2,0
9513,371.9224123,5,3
9529,31.98955496,2,0
9534,154.0326992,3,0
9548,87.85070966,7,3
9557,11.52540287,1,0
9574,492.4269025,8,1
9576,259.8275653,7,3
9596,375.4425234,6,3
9612,453.7475569,5,1
9613,739.5826549,9,1
9620,38.74766729,1,0
9621,740.733589,9,1
9642,546.97228106,9,1
9654,61.24785735,3,0
9665,295.0222903,8,3
9668,73.08826456,5,0
9672,151.8477068,3,0
9700,182.6878765,8,3
9705,267.124362,4,3
9722,101.9316813,5,3
9739,548.9288396,7,1
9750,187.9280185,4,0
9751,129.5952632,7,3
9788,211.4485503,7,3
9789,328.084398,4,3
9830,141.5603317,2,0
9845,65.87067135,3,0
9874,503.6584468,7,1
9878,47.35358073,5,0
9891,539.8764441,9,1
9897,182.3967447,2,0
9913,726.1699807,9,1
9936,67.67602604,1,0
9946,449.2964377,8,1
9951,303.178734,5,3
9961,176.3989967,4,0
9975,157.7792902,2,0
9976,205.9381879,9,3
10005,125.2706037,5,3
10023,303.7269836,5,3
10025,328.93918,8,3
10033,392.2051059,6,3
10035,494.6943962,6,1
10038,114.395555,6,3
10039,236.0287981,4,3
10040,338.3481103,8,3
10042,428.3555668,9,1
10071,378.5155264,8,1
10072,13.01070114,1,0
10083,167.05254447000002,9,3
10101,180.1541169,3,0
10113,63.56911947,4,0
10114,154.3187531,6,3
10146,40.8388767,1,0
10150,129.0416515,2,0
10151,601.9245721,9,1
10152,406.496267,5,3
10156,39.64489536,2,0
10168,30.82457621,2,0
10177,30.69821046,2,0
10186,146.6283283,3,0
10188,76.84631402,9,3
10207,79.4160622,1,0
10224,210.0327331,3,0
10234,217.1631995,3,0
10241,106.3190955,2,0
10244,75.19939902,4,0
10256,289.7469371,4,3
10271,71.93443272,2,0
10275,483.5910208,6,1
10286,88.66213259,6,3
10291,435.6469974,8,1
10302,641.1525121,8,1
10319,162.911111,9,3
10328,47.51512209,2,0
10333,496.2406035,6,1
10368,486.0729169,6,1
10399,156.24092645000002,3,0
10425,48.02026558,1,0
10463,207.9242651,9,3
10466,215.9707039,3,0
10480,121.4650935,3,0
10489,403.2973218,8,1
10494,576.799902,10,1
10497,16.0631784,1,0
10501,91.31812392,8,3
10502,63.77419115,1,0
10508,506.7237263,7,1
10532,201.8250154,3,0
10539,71.93267212,2,0
10543,475.165522,9,1
10549,202.2238741,9,3
10567,30.31549309,1,0
10574,71.06876887,2,0
10602,170.2123986,6,3
10606,835.1120579999999,13,2
10626,694.7351484,9,1
10658,359.068717,4,3
10666,409.6058367,5,3
10674,126.4361005,4,0
10679,361.0390832,7,3
10694,22.66874229,2,0
10708,316.7546492,7,3
10717,66.0455599,1,0
10740,145.1077096,9,3
10811,390.5610971,8,1
10836,102.1625816,6,3
10865,564.4668169,14,2
10868,82.92841081,2,0
10875,67.58834722,1,0
10913,107.1241812,2,0
10936,328.286348,9,3
10976,278.0852901,3,0
10993,282.246102,9,3
11000,55.77563792,2,0
11001,353.1548945,7,3
11015,98.66670599,4,0
11021,188.7551518,4,0
11039,79.9747486,2,0
11063,19.56804681,2,0
11065,44.50419676,2,0
11103,280.7157454,5,3
11104,13.5486004,1,0
11108,44.17871237,1,0
11140,349.006814,4,3
11160,524.7653827,9,1
11169,135.6089294,6,3
11175,339.8577571,9,3
11194,251.9815651,3,0
11199,352.4682535,8,3
11242,787.374969,11,2
11247,51.11499951,1,0
11260,172.3829221,6,3
11298,326.5053814,4,3
11307,164.1589923,6,3
11309,378.9472423,8,1
11317,415.2101864,6,3
11322,31.89143625,1,0
11344,702.4879273,9,1
11354,424.7888976,7,1
11361,700.8638436,9,1
11377,155.301618,2,0
11380,123.887298,3,0
11390,8.274824903,1,0
11394,122.6012788,2,0
11396,37.57534661,1,0
11406,64.90017927,1,0
11416,98.47882488,3,0
11430,110.5873576,2,0
11436,181.8547151,5,3
11450,277.6123003,5,3
11452,303.8301567,7,3
11468,80.47127659,1,0
11473,467.5110943,8,1
11495,63.84906723,7,3
11509,57.25932192,2,0
11514,41.23969572,1,0
11517,128.6007524,2,0
11550,46.95193094,4,0
11553,151.3116319,5,3
11554,544.6628442,6,1
11556,545.2380834,7,1
